Отметка времени;Амбассадор;Выбери активность;Название заведения с Яндекс карты;Адрес с Яндекс карты;Bliss ( что стоит в работе );WHITE LINE  ( что стоит в работе );BLACK LINE  ( что стоит в работе );CIGAR LINE  ( что стоит в работе )
07.11.2025;Шарков Роман;Проезд;Искусство;Республика Башкортостан, Уфа, улица имени Города Галле, 6 • этаж 2;АПЕЛЬСИН, АРБУЗНАЯ ЖВАЧКА, КИСЛАЯ СМОРОДИНА, КЛУБНИКА, КОЛА, КРАСНЫЙ ВИНОГРАД, МАЛИНА, МАНГО, СЛИВОЧНЫЙ КРЕМ, ТРОПИЧЕСКИЙ СМУЗИ, ХВОЯ, ЧЕРНИЧНЫЙ СОРБЕТ, ЯГОДНЫЙ СМУЗИ, PINK SHOT, КИСЛАЯ БУЗИНА, ЛАЙМ, МАНГО РОМАШКА, КИВИ, БАЗИЛИК;АЛОЭ КЛУБНИКА, БАРБАРИС, ВИШНЁВЫЙ СОК, ГАСПАЧО, ГОЛУБИКА, ГРЕЙПФРУТ, ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ДЫНЯ ЙОГУРТ, ЗЕЛЁНОЕ ЯБЛОКО ( БЕЗ АНИСА), ЗЕЛЕНЫЙ ЧАЙ, ЗЕМЛЯНИКА, КИВИ СЕЛЬДЕРЕЙ, КИСЛАЯ МАЛИНА, КОКОС, КОЛА КАРАМЕЛЬ, ЛАВАНДОВЫЙ ТОНИК, ЛИМОНЧЕЛЛО, МАНДАРИН, МАРАСКИНО ЧЕРРИ, МУЛЬТИФРУКТ, ПЕСОЧНОЕ ПЕЧЕНЬЕ, ПОСЛЕДНИЙ САМУРАЙ (ВАНИЛЬ ВИШНЯ ЖАСМИН), ЧЕРЁМУХА, ЧЕРНИКА ЙОГУРТ, ЧЕРНОСЛИВ КЕДР, ЧУПА ЭНЕРДЖИ;ЧЁРНАЯ СМОРОДИНА;АНАНАС, БАЗА, ДЖИН, ЗЕМЛЯНИКА, КАРАМЕЛЬ, МАЛИНА, МАНГО, МОРКОВНЫЙ ФРЕШ, МАРАКУЙЯ, ЛАЙМ, ВИНОГРАД
07.11.2025;Шарков Роман;Проезд;Paradox;Республика Башкортостан, Уфа, улица 50 лет СССР, 22;ДЫНЯ, ЛИМОНЧЕЛЛО, МАНГО, ПЕРСИК ЙОГУРТ, ЧЕРНИЧНЫЙ СОРБЕТ, ЯГОДНЫЙ СМУЗИ;ВИШНЁВЫЙ СОК, ДЫНЯ ЙОГУРТ, КИВИ СЕЛЬДЕРЕЙ, КОКОС, ЛАВАНДОВЫЙ ТОНИК, МАЛИНА, ПЕРСИК, САХАРНАЯ КЛЮКВА, ЯГОДНЫЙ МИЛКШЕЙК, АРБУЗ ДЫНЯ, КИСЛЫЙ ЯГОДНЫЙ;КОРИЦА;ДЖИН
07.11.2025;Хренов Данил;Проезд;HookahPlace Vostok;ЖК Статус у Парка Победы, Кузнецовская улица, 58 к3;КОКОС;ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА);;
07.11.2025;Хренов Данил;Проезд;Hookah place Bohema ; ул. Димитрова, 16, корп. 4, стр. 1;КОКОС;ГРУША ГОРГОНЗОЛА, КАРАМЕЛЬ ЦИТРУС, МАРАКУЙЯ, МАРАСКИНО ЧЕРРИ;;ЧЁРНЫЙ ПЕРЕЦ
08.11.2025;Голев Вадим;Проезд;САХАРА lounge;Проспект Ленина, 49;АПЕЛЬСИН, КИСЛАЯ СМОРОДИНА, КОКОС, ХВОЯ, ЛАЙМ, КИВИ;ГАСПАЧО, ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ЗЕМЛЯНИКА, КИВИ СЕЛЬДЕРЕЙ, ОАЗИС (МАНГО ЛИЧИ АПЕЛЬСИН), ПЕСОЧНОЕ ПЕЧЕНЬЕ, ЧЕРЁМУХА, SWITTLES (ФРУКТОВОЕ ДРАЖЕ);АРБУЗ, КИСЛАЯ МАЛИНА, ЛАВАНДА, ПЕСОЧНОЕ ПЕЧЕНЬЕ, УРАЛ, ЧЁРНАЯ СМОРОДИНА, ЧЕРНИКА РОМАШКА;ЧЁРНЫЙ ПЕРЕЦ
08.11.2025;Голев Вадим;Проезд;6.24;Проспект Ленина, 49;АПЕЛЬСИН, ЛИМОНЧЕЛЛО, ЯГОДНЫЙ СМУЗИ;ГАСПАЧО, ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ГРУША ГОРГОНЗОЛА, ЗЕЛЕНЫЙ ЧАЙ, КИВИ СЕЛЬДЕРЕЙ, СМОРОДИНА КРЫЖОВНИК, ЧЕРЁМУХА, SWITTLES (ФРУКТОВОЕ ДРАЖЕ);;
08.11.2025;Голев Вадим;Проезд;Pereplёt;Проспект Ленина, 49;АПЕЛЬСИН, СЛИВОЧНЫЙ КРЕМ, ТРОПИЧЕСКИЙ СМУЗИ, ХВОЯ, ЧЕРНИЧНЫЙ СОРБЕТ;ГАСПАЧО, ГОЛУБИКА, ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ЁЛКИ ЯГОДЫ АНАНАС, ЗЕМЛЯНИКА, МУЛЬТИФРУКТ, SWITTLES (ФРУКТОВОЕ ДРАЖЕ);КИСЛАЯ МАЛИНА;КАРАМЕЛЬ
09.11.2025;Хренов Данил;Проезд;1/2 of you ;Невский проспект, 76;;;;
09.11.2025;Хренов Данил;Проезд;Choice ;Литейный проспект, 28;;ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ГРУША ГОРГОНЗОЛА, ЛАВАНДА ФЕЙХОА, ЛАВАНДОВЫЙ ТОНИК, ПЕСОЧНОЕ ПЕЧЕНЬЕ;ГВОЗДИКА, КОРИЦА;ГРЕЦКИЙ, ДЖИН, МАНГО, МОРКОВНЫЙ ФРЕШ, ЧЁРНЫЙ ПЕРЕЦ, РОЗМАРИН
09.11.2025;Хренов Данил;Проезд;Face Lounge Bar;Литейный проспект, 35;;;;
09.11.2025;Хренов Данил;Проезд;Miami lounge ;Улица Некрасова, 8;АПЕЛЬСИН, ТРОПИЧЕСКИЙ СМУЗИ, ЯГОДНЫЙ СМУЗИ;ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ЛАВАНДОВЫЙ ТОНИК;ПЕСОЧНОЕ ПЕЧЕНЬЕ;
10.11.2025;Левин Роман;Проезд;Bizon Lounge;Краснодар, улица Шевцова, 5А • этаж 1;;ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ГРУША ГОРГОНЗОЛА, ПЕСОЧНОЕ ПЕЧЕНЬЕ;;
10.11.2025;Левин Роман;Проезд;Модный;Краснодар, улица Адмирала Крузенштерна, 1А;АРБУЗНАЯ ЖВАЧКА, ТРОПИЧЕСКИЙ СМУЗИ;ДЫНЯ ЙОГУРТ, МАРАСКИНО ЧЕРРИ, МУЛЬТИФРУКТ;ПЕСОЧНОЕ ПЕЧЕНЬЕ, ЧЁРНАЯ СМОРОДИНА;
10.11.2025;Одинцов Александр;Проезд;Сфера;Шереметьевский проспект 50;АПЕЛЬСИН, АРБУЗНАЯ ЖВАЧКА, ДЫНЯ, КИСЛАЯ СМОРОДИНА, ЛИМОН, ЛИМОНЧЕЛЛО, МАЛИНА, ПЕРСИК ЙОГУРТ, ХВОЯ, ЧЕРНИЧНЫЙ СОРБЕТ, ЯГОДНЫЙ СМУЗИ, ЛАЙМ;ВИШНЕВАЯ ГАЗИРОВКА, ГРЕЙПФРУТ, ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ДЫНЯ ЙОГУРТ, ЗЕЛЕНЫЙ ЧАЙ, КОКОС, ЛАВАНДОВЫЙ ТОНИК, МАРАСКИНО ЧЕРРИ, ЧУПА ЭНЕРДЖИ, ЯГОДНЫЙ МИЛКШЕЙК;ГОЛУБИКА, ПЕСОЧНОЕ ПЕЧЕНЬЕ;АНАНАС, БАЗА, ГРЕЦКИЙ, ЗЕМЛЯНИКА, МАЛИНА, МАНГО, МОРКОВНЫЙ ФРЕШ, ЧЁРНЫЙ ПЕРЕЦ, МАРАКУЙЯ, ЛАЙМ, ВИНОГРАД, АБСЕНТ, РОЗМАРИН
10.11.2025;Одинцов Александр;Проезд;Green Grass;Улица 10 августа, 6;ЛИМОНЧЕЛЛО, ПЕРСИК ЙОГУРТ;ГАСПАЧО, ГРУША ГОРГОНЗОЛА;;
10.11.2025;Хренов Данил;Проезд;Smoke in ;Улица Маяковского, 34;АПЕЛЬСИН, PINK SHOT, КЛУБНИЧНЫЙ МИЛФЕЙ;ГАСПАЧО;ГВОЗДИКА, КОРИЦА, ТОРФЯНОЙ ВИСКИ;ГРЕЦКИЙ
10.11.2025;Одинцов Александр;Проезд;Ёлки;Аптечный переулок 3;;ГАСПАЧО, ГРУША ГОРГОНЗОЛА, ЗЕЛЁНОЕ ЯБЛОКО ( БЕЗ АНИСА), КАРАМЕЛЬ ЦИТРУС, КОЛА КАРАМЕЛЬ, ЛИМОНЧЕЛЛО, SWITTLES (ФРУКТОВОЕ ДРАЖЕ);ЗЕМЛЯНИКА ЛЕМОНГРАСС, КОРИЦА, ЛАВАНДА;
10.11.2025;Одинцов Александр;Проезд;Туман;Маршала Василевского 14Б;ДЫНЯ, ПЕРСИК ЙОГУРТ;ГОЛУБИКА, ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ЗЕЛЕНЫЙ ЧАЙ, КАКТУС ПОМЕЛО, КЛУБНИКА ОГУРЕЦ, ЛАВАНДОВЫЙ ТОНИК, ЛЕДЯНОЙ АРБУЗ, МУЛЬТИФРУКТ, ПЕСОЧНОЕ ПЕЧЕНЬЕ;ЛЕДЕНЦЫ ЛИМОН ДЫНЯ, МАЛИНА ЛИЧИ БАЗИЛИК, УРАЛ;
10.11.2025;Левин Роман;Проезд;Park Lounge ;Краснодар, улица имени Жлобы, 145, 350028 • этаж цокольный;;ПЕСОЧНОЕ ПЕЧЕНЬЕ;;ВИНОГРАД, РОЗМАРИН
11.11.2025;Шарков Роман;Проезд;Hookah Time;Республика Башкортостан, Уфа, улица Менделеева, 130;АПЕЛЬСИН, КЛУБНИКА, КРАСНЫЙ ВИНОГРАД, ЛИМОНЧЕЛЛО, МАЛИНА, МАНГО, ТРОПИЧЕСКИЙ СМУЗИ, ЧЕРНИЧНЫЙ СОРБЕТ, ЯГОДНЫЙ СМУЗИ, PINK SHOT;ГАСПАЧО, ГРУША ГОРГОНЗОЛА, МАНДАРИН, ЧЕРЁМУХА;ЧЁРНАЯ СМОРОДИНА, ЧУПА ЭНЕРДЖИ;АНАНАС, МАЛИНА
11.11.2025;Хренов Данил;Проезд;Дом сведенных мостов ;Набережная канала Грибоедова, 38;КИСЛАЯ СМОРОДИНА, КОКОС, МАЛИНА, КИСЛАЯ БУЗИНА;ПЕСОЧНОЕ ПЕЧЕНЬЕ, ПОСЛЕДНИЙ САМУРАЙ (ВАНИЛЬ ВИШНЯ ЖАСМИН), КАШМИР ГУАВА;ГВОЗДИКА;
11.11.2025;Хренов Данил;Проезд;Gotham Lighthouse Lounge;Банковский переулок, 3 лит Б;;ЛАВАНДОВЫЙ ТОНИК;ПЕСОЧНОЕ ПЕЧЕНЬЕ;
11.11.2025;Хренов Данил;Проезд;Особняк Залы Зодчих;Мучной переулок, 2 лит Г;МАЛИНОВАЯ КОЛА, ТРОПИЧЕСКИЙ СМУЗИ;ГРУША ГОРГОНЗОЛА, ДЫНЯ ЙОГУРТ, ЗЕЛЕНЫЙ ЧАЙ, КАРАМЕЛЬ ЦИТРУС, КЛУБНИКА ОГУРЕЦ, ПЕСОЧНОЕ ПЕЧЕНЬЕ, ПОСЛЕДНИЙ САМУРАЙ (ВАНИЛЬ ВИШНЯ ЖАСМИН), ЧЕРНИКА ЙОГУРТ, ЧУПА ЭНЕРДЖИ;КОРИЦА;АНАНАС, КАРАМЕЛЬ, МАНГО, ЧЁРНЫЙ ПЕРЕЦ
11.11.2025;Шарков Роман;Проезд;21 Lounge;Республика Башкортостан, Уфа, Новомостовая улица, 22;АРБУЗНАЯ ЖВАЧКА, ДЫНЯ, ТРОПИЧЕСКИЙ СМУЗИ, ЧЕРНИЧНЫЙ СОРБЕТ, ЯГОДНЫЙ СМУЗИ;ГАСПАЧО, ЛИМОНЧЕЛЛО, ПЕСОЧНОЕ ПЕЧЕНЬЕ, SWITTLES (ФРУКТОВОЕ ДРАЖЕ);;
11.11.2025;Голев Вадим;Проезд;Давай Покрепче;Проспект Карла Маркса, 18/1;;КОКОС, ПЕСОЧНОЕ ПЕЧЕНЬЕ;;
11.11.2025;Шарков Роман;Проезд;Три угля;Республика Башкортостан, Уфа, Бакалинская улица, 29 • этаж 1;АПЕЛЬСИН, АРБУЗНАЯ ЖВАЧКА, КЛУБНИКА, КОКОС, КОЛА, ЛИМОНЧЕЛЛО, МАЛИНА, МАЛИНОВАЯ КОЛА, ПЕРСИК ЙОГУРТ, СЛИВОЧНЫЙ КРЕМ, ТРОПИЧЕСКИЙ СМУЗИ, ХВОЯ, ЧЕРНИЧНЫЙ СОРБЕТ, ЯГОДНЫЙ СМУЗИ, PINK SHOT, КИСЛАЯ БУЗИНА, ЛАЙМ, БЕЛЬГИЙСКИЕ ВАФЛИ, КЛУБНИЧНЫЙ МИЛФЕЙ;БАРБАРИС, ВИШНЁВЫЙ СОК, ГОЛУБИКА, ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ГРУША ГОРГОНЗОЛА, ЗЕЛЕНЫЙ ЧАЙ, ЧУПА ЭНЕРДЖИ;АРБУЗ, ГВОЗДИКА, ГОЛУБИКА, ГРЕЙПФРУТ, КИСЛАЯ МАЛИНА, ЛАВАНДА, ПЕСОЧНОЕ ПЕЧЕНЬЕ, СЛИВА АБРИКОС, ЧЁРНАЯ СМОРОДИНА, ЧЕРНИКА РОМАШКА, ЧУПА ЭНЕРДЖИ, SWITTLES( ФРУКТОВОЕ ДРАЖЕ);АНАНАС, БАЗА, ГРЕЦКИЙ, ДЖИН, ЗЕМЛЯНИКА, КАРАМЕЛЬ, МАЛИНА, МАНГО, МОРКОВНЫЙ ФРЕШ, ЧЁРНЫЙ ПЕРЕЦ, РОЗМАРИН
11.11.2025;Одинцов Александр;Проезд;Element;Строителей 17;;;;
12.11.2025;Шарков Роман;Проезд;Paradox lounge;Республика Башкортостан, Уфа, проспект Октября, 15;АПЕЛЬСИН, ДЫНЯ, КИСЛАЯ СМОРОДИНА, КЛУБНИКА, КОКОС, КРАСНЫЙ ВИНОГРАД, МАЛИНА, МАЛИНОВАЯ КОЛА, МАНГО, СЛИВОЧНЫЙ КРЕМ, ТРОПИЧЕСКИЙ СМУЗИ, ЯГОДНЫЙ СМУЗИ, PINK SHOT, КИСЛАЯ БУЗИНА, ЛАЙМ;АНАНАC ФЕЙХОА, АРБУЗ ЯГОДЫ, БАЗИЛИК ЛАЙМ, ВИШНЁВЫЙ СОК, ГОЛУБИКА, ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ДЫНЯ ЙОГУРТ, КИВИ СЕЛЬДЕРЕЙ, КОКОС, МЯТНАЯ КОНФЕТА, ПЕСОЧНОЕ ПЕЧЕНЬЕ, ПОСЛЕДНИЙ САМУРАЙ (ВАНИЛЬ ВИШНЯ ЖАСМИН), САХАРНАЯ КЛЮКВА, СМОРОДИНА ЧАБРЕЦ, ЧЕРЁМУХА, ЧЕРНИКА ЙОГУРТ, ЧУПА ЭНЕРДЖИ, АРБУЗ ДЫНЯ, КИСЛЫЙ ЯГОДНЫЙ;;АНАНАС, ДЖИН, МОРКОВНЫЙ ФРЕШ, МАРАКУЙЯ, ЛАЙМ, ВИНОГРАД
12.11.2025;Левин Роман;Проезд;Turgenev Lounge;Краснодар, ул. Дальняя, 8, к. 1;АПЕЛЬСИН, АРБУЗНАЯ ЖВАЧКА, ДЫНЯ, КИСЛАЯ СМОРОДИНА, КОКОС, ЛИМОН, ПЕРСИК ЙОГУРТ, СЛИВОЧНЫЙ КРЕМ;ПЕСОЧНОЕ ПЕЧЕНЬЕ;;
12.11.2025;Шарков Роман;Проезд;Секта;Республика Башкортостан, Уфа, проспект Октября, 115, 450075;АПЕЛЬСИН, КИСЛАЯ СМОРОДИНА, КОКОС, КРАСНЫЙ ВИНОГРАД, ЛИМОН, МАЛИНА, МАНГО, ПЕРСИК ЙОГУРТ, ТРОПИЧЕСКИЙ СМУЗИ, ЧЕРНИЧНЫЙ СОРБЕТ, ЯГОДНЫЙ СМУЗИ, PINK SHOT, ЛАЙМ;ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ДЫНЯ ЙОГУРТ, ЗЕЛЕНЫЙ ЧАЙ, КИВИ СЕЛЬДЕРЕЙ, ЛАВАНДОВЫЙ ТОНИК, МАНДАРИН, МЯТНАЯ КОНФЕТА, ПЕРСИК, ПЕСОЧНОЕ ПЕЧЕНЬЕ, ПОСЛЕДНИЙ САМУРАЙ (ВАНИЛЬ ВИШНЯ ЖАСМИН), ЧЕРЁМУХА, ЯГОДНЫЙ МИЛКШЕЙК;АНАНАС, АРБУЗ, ГРЕЙПФРУТ, КИСЛАЯ МАЛИНА, УРАЛ;ГРЕЦКИЙ, ЧЁРНЫЙ ПЕРЕЦ, МАРАКУЙЯ
13.11.2025;Шарков Роман;Проезд;Секта ;Республика Башкортостан, Уфа, улица Софьи Перовской, 56;АПЕЛЬСИН, ДЫНЯ, КЛУБНИКА, КОКОС, КОЛА, КРАСНЫЙ ВИНОГРАД, МАЛИНА, МАНГО, ПЕРСИК ЙОГУРТ, СЛИВОЧНЫЙ КРЕМ, ТРОПИЧЕСКИЙ СМУЗИ, ЧЕРНИЧНЫЙ СОРБЕТ, ЯГОДНЫЙ СМУЗИ, БЕЛЬГИЙСКИЕ ВАФЛИ, КЛУБНИЧНЫЙ МИЛФЕЙ;ВИШНЁВЫЙ СОК, ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ГРУША ГОРГОНЗОЛА, ДЫНЯ ЙОГУРТ, ЁЛКИ ЯГОДЫ АНАНАС, КИВИ СЕЛЬДЕРЕЙ, МАНГО КИВИ, ПЕСОЧНОЕ ПЕЧЕНЬЕ, СМОРОДИНА ЧАБРЕЦ, ЧЕРЁМУХА, ЧЕРНОСЛИВ КЕДР, ЯГОДНЫЙ МИЛКШЕЙК, SWITTLES (ФРУКТОВОЕ ДРАЖЕ), ГРАНАТ ВИНОГРАД;УРАЛ;ДЖИН, КАРАМЕЛЬ, МАНГО, МОРКОВНЫЙ ФРЕШ, МАРАКУЙЯ
13.11.2025;Шарков Роман;Проезд;Мегаполис ;Республика Башкортостан, Уфа, улица Менделеева, 137, 450022 • этаж 3;АПЕЛЬСИН, ДЫНЯ, КЛУБНИКА, ЛИМОНЧЕЛЛО, МАЛИНОВАЯ КОЛА, МАНГО, ТРОПИЧЕСКИЙ СМУЗИ, ЧЕРНИЧНЫЙ СОРБЕТ, ЯГОДНЫЙ СМУЗИ, PINK SHOT;АНАНАC ФЕЙХОА, ГАСПАЧО, ГРЕЙПФРУТ, ГРУША, ДЫНЯ ЙОГУРТ, ЗЕЛЁНОЕ ЯБЛОКО ( БЕЗ АНИСА), ЗЕЛЕНЫЙ ЧАЙ, ЗЕМЛЯНИКА, КЛУБНИКА ОГУРЕЦ, ЛАВАНДОВЫЙ ТОНИК, ЛИМОНЧЕЛЛО, ЧЕРНИКА ЙОГУРТ, ЧУПА ЭНЕРДЖИ, SWITTLES (ФРУКТОВОЕ ДРАЖЕ);АРБУЗ, ГОЛУБИКА, ЛАВАНДА, ЛЕДЕНЦЫ ЛИМОН ДЫНЯ, ПЕСОЧНОЕ ПЕЧЕНЬЕ, СЛИВА АБРИКОС, ЧУПА ЭНЕРДЖИ;
14.11.2025;Левин Роман;Проезд;SM Lounge ;Краснодар, Прикубанский внутригородской округ, Музыкальный микрорайон, улица имени С.В. Рахманинова, 16;АПЕЛЬСИН;ГАСПАЧО, ЗЕМЛЯНИКА, КИВИ СЕЛЬДЕРЕЙ, ПЕСОЧНОЕ ПЕЧЕНЬЕ, ЧЕРЁМУХА, ЯГОДНЫЙ, SWITTLES (ФРУКТОВОЕ ДРАЖЕ);УРАЛ;МОРКОВНЫЙ ФРЕШ
14.11.2025;Левин Роман;Проезд;Red Coal;Краснодар, Прикубанский внутригородской округ, микрорайон имени Петра Метальникова, улица Петра Метальникова, 28, 350087 • этаж 1;;ГОЛУБИКА, ГРЕЙПФРУТ, ГРУША, ЗЕЛЁНОЕ ЯБЛОКО ( БЕЗ АНИСА), КОКОС, ЛАВАНДОВЫЙ ТОНИК, ЛЕДЯНОЙ АРБУЗ, ЛИМОНЧЕЛЛО, МАНГО КИВИ, ПЕРСИК, САХАРНАЯ КЛЮКВА;;
14.11.2025;Левин Роман;Проезд;Black Forest;Краснодар, Московская улица, 121;АПЕЛЬСИН, АРБУЗНАЯ ЖВАЧКА, ДЫНЯ, КИСЛАЯ СМОРОДИНА, КЛУБНИКА, МАНГО, ПЕРСИК ЙОГУРТ, ТРОПИЧЕСКИЙ СМУЗИ, ЧЕРНИЧНЫЙ СОРБЕТ;БАРБАРИС, ГОЛУБИКА, ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ГРУША ГОРГОНЗОЛА, ЁЛКИ ЯГОДЫ АНАНАС, ЗЕЛЕНЫЙ ЧАЙ, КЛУБНИКА ОГУРЕЦ, КОКОС, ЛАВАНДОВЫЙ ТОНИК, ЛЕДЯНОЙ АРБУЗ, ОАЗИС (МАНГО ЛИЧИ АПЕЛЬСИН), СМОРОДИНА КРЫЖОВНИК, СМОРОДИНА ЧАБРЕЦ, ЧЕРНИКА ЙОГУРТ, ЯГОДНЫЙ МИЛКШЕЙК, SWITTLES (ФРУКТОВОЕ ДРАЖЕ);ЗЕЛЕНЫЙ ЧАЙ, КОРИЦА, SWITTLES( ФРУКТОВОЕ ДРАЖЕ);
14.11.2025;Левин Роман;Проезд;Медведь;Краснодар, Московская улица, 122, 350072 • этаж цокольный;;СМОРОДИНА КРЫЖОВНИК, ЧЕРЁМУХА;;
17.11.2025;Шарков Роман;Проезд;Маасель;Республика Башкортостан, Уфа, улица Маршала Жукова, 5/2, 450100 • этаж 3;КИСЛАЯ СМОРОДИНА, КРАСНЫЙ ВИНОГРАД, ТРОПИЧЕСКИЙ СМУЗИ, ЧЕРНИЧНЫЙ СОРБЕТ, ЯГОДНЫЙ СМУЗИ, PINK SHOT;ГРЕЙПФРУТ, ГРУША ГОРГОНЗОЛА, ЗЕЛЕНЫЙ ЧАЙ, КАКТУС ПОМЕЛО, КАРАМЕЛЬ ЦИТРУС, КЛУБНИКА АНАНАС, МАРАСКИНО ЧЕРРИ, ПЕСОЧНОЕ ПЕЧЕНЬЕ, ЧЕРНОСЛИВ КЕДР, АРБУЗ ДЫНЯ, КИСЛЫЙ ЯГОДНЫЙ;УРАЛ;КАРАМЕЛЬ, ВИНОГРАД
17.11.2025;Шарков Роман;Проезд;Чих-Пых;Республика Башкортостан, Уфа, улица Максима Рыльского, 14, 450105;АРБУЗНАЯ ЖВАЧКА, ДЫНЯ, КИСЛАЯ СМОРОДИНА, КРАСНЫЙ ВИНОГРАД, МАЛИНОВАЯ КОЛА, ПЕРСИК ЙОГУРТ, СЛИВОЧНЫЙ КРЕМ, ЧЕРНИЧНЫЙ СОРБЕТ, PINK SHOT, КИСЛАЯ БУЗИНА, ЛАЙМ;ВИНОГРАД МЯТА, ВИШНЁВЫЙ СОК, ЛАВАНДОВЫЙ ТОНИК, МАЙ ТАЙ (РОМ ЛАЙМ АНАНАС МИНДАЛЬ), ХОЛОДОК, SWITTLES (ФРУКТОВОЕ ДРАЖЕ);АНАНАС, АРБУЗ, ЛЕДЕНЦЫ ЛИМОН ДЫНЯ, ЧЁРНАЯ СМОРОДИНА, ЧУПА ЭНЕРДЖИ, SWITTLES( ФРУКТОВОЕ ДРАЖЕ);ДЖИН, КАРАМЕЛЬ, МАЛИНА
17.11.2025;Одинцов Александр;Проезд;Виноград;Собинова 54а;;;ЗЕМЛЯНИКА ЛЕМОНГРАСС;БАЗА, ДЖИН, ЗЕМЛЯНИКА, КАРАМЕЛЬ
17.11.2025;Одинцов Александр;Проезд;Лагуна;Которосольная набережная 22/10;КОКОС, ЛИМОН, МАЛИНА, МАЛИНОВАЯ КОЛА, МАНГО, ЧЕРНИЧНЫЙ СОРБЕТ, PINK SHOT;БАЗИЛИК ЛАЙМ, БАРБАРИС, ГОЛУБИКА, ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ГРУША ГОРГОНЗОЛА, ДЫНЯ ЙОГУРТ, ЗЕЛЕНЫЙ ЧАЙ, ЗЕМЛЯНИКА, ИНДИГО (ЧЕРНИКА МАЛИНА БУЗИНА), КИВИ СЕЛЬДЕРЕЙ, КОКОС, КОЛА КАРАМЕЛЬ, ЛАВАНДА ФЕЙХОА, ЛИМОНЧЕЛЛО, МЯТНАЯ КОНФЕТА, ПЕСОЧНОЕ ПЕЧЕНЬЕ, СМОРОДИНА КРЫЖОВНИК, СМОРОДИНА ЧАБРЕЦ, ФРУКТОВАЯ КОНФЕТА, ЧЕРНОСЛИВ КЕДР, ЧУПА ЭНЕРДЖИ, ЯГОДНЫЙ МИЛКШЕЙК;ЛЕДЕНЦЫ ЛИМОН ДЫНЯ, СЛИВА АБРИКОС;
17.11.2025;Одинцов Александр;Проезд;Good Karma;Свободы 34;АПЕЛЬСИН, АРБУЗНАЯ ЖВАЧКА, ДЫНЯ, КЛУБНИКА, КОЛА, МАЛИНА, ПЕРСИК ЙОГУРТ, ТРОПИЧЕСКИЙ СМУЗИ, ЯГОДНЫЙ СМУЗИ;;;АНАНАС, ГРЕЦКИЙ, ДЖИН, ЗЕМЛЯНИКА, КАРАМЕЛЬ, МАЛИНА, МАНГО, МОРКОВНЫЙ ФРЕШ, ЧЁРНЫЙ ПЕРЕЦ, МАРАКУЙЯ, ЛАЙМ, ВИНОГРАД
18.11.2025;Одинцов Александр;Проезд;Тайга;Углическая 24;;ЗЕЛЕНЫЙ ЧАЙ, СМОРОДИНА ЧАБРЕЦ, SWITTLES (ФРУКТОВОЕ ДРАЖЕ);;
